ACO_ID,ACO_Name,Agree_Type,Agreement_Period_Num,Current_Start_Date,Current_Track,Risk_Model,Assign_Type,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,Prorate_Shared_Losses,EarnSaveLoss,DisAffQual,Met_QPS,Met_30pctl,Met_Incentive,Met_FirstYear,Report_WI,Report_eCQM_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,FinalShareRate,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_VA_Only,N_Ben_CBA_Only,N_Ben_CBA_and_VA,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,N_Ben_Race_Unknown,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_484,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM,QualityID_134_MIPSCQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM,QualityID_001_MIPSCQM,QualityID_236_WI,QualityID_236_eCQM,QualityID_236_MIPSCQM
A4597,"Achiever Health Care Consultation and Management LLC",Re-entering,2,07/01/2019,E,Two-Sided,Prospective,0,7765,3.03%,2.00%,2859349,2859349,"",0,1401081,1,1,1,0,0,1,0,0,71.60%,0,102,12435,11318,94516601,91657252,50.00%,"Low Revenue",93681,10202,12299,9416,92316,10522,14782,10552,116320,10871,14027,9763,80085,10824,18450,11081,12058,0.958,0.935,0.857,0.989,1.052,0.95,0.965,0.988,1.089,0.92,0.981,0.97,0.979,0.829,0.905,0.947,37,873,934,5639,7601,18,520,854,6208,*,7735,*,549,3891,2460,865,4460,3305,7189,68,76,176,19,76,161,3373,3105,*,234,34,453,1118,2672,3841,62,579,282,229,218,*,8,*,560,180,641,266,12652,6034,4367,1485,765,71,24,16202,0,2,0,0,0,0,45,23,25,4,0,15.34%,14.55%,1.52%,1.33%,80.06,90.57,88.44,72.74,60.21,55.42,71.13,20.83,88.27,80.96,0.1707,32.46,90.32,80.72,100,63.76,-,-,75,80.83,66.89,8.37,49.5,-,-,62.38,-,-
A4600,"Zia ACO",Initial,1,07/01/2019,E,Two-Sided,Retrospective,0,4966,3.42%,3.92%,1553136,0,"",0,0,1,1,1,1,0,0,1,0,70.63%,1,118,9323,8143,45412812,43859676,50.00%,"Low Revenue",56997,6401,11037,7114,67053,7881,11741,6815,89215,7891,11722,7366,62696,11038,12543,8335,9005,0.975,0.836,0.802,0.875,0.979,0.917,0.797,0.892,1.024,0.938,0.845,0.876,0.992,0.906,0.785,0.898,25,615,570,5134,4871,21,273,333,4244,*,4948,*,393,2471,1583,519,2824,2142,4544,19,*,167,*,52,161,2339,2123,*,203,*,145,438,2663,2944,247,249,352,153,140,*,10,*,563,35,568,201,10154,5765,2668,1630,90,27,27,15760,0,0,0,0,0,0,32,9,25,21,0,10.62%,14.28%,0.87%,0.75%,74.57,91.66,91.79,70.23,65.15,63.73,72.13,27.76,89.92,84.1,0.1245,21.73,-,-,-,-,-,40.18,-,-,-,-,-,-,46.87,-,-,63.56
A4604,"Caravan Collaborative Pathways",Renewal,2,01/01/2022,EN,Two-Sided,Retrospective,0,131874,2.88%,2.00%,41921746,41921746,"",0,30812484,1,1,1,0,0,1,0,0,81.32%,0,117,11307,10750,1453118444,1411196698,75.00%,"High Revenue",86851,10721,18100,9878,83258,10154,17365,8994,85187,10774,17190,9763,84741,11163,17354,10290,10981,1.016,0.966,1.04,0.968,1.005,0.968,1.029,0.964,0.999,0.961,1.022,0.976,0.993,0.982,1.022,0.987,559,13363,6901,115214,128512,471,11200,6216,110624,141,131373,360,14759,63667,39266,14182,74050,57824,121779,4249,758,868,387,1040,2793,2941,2588,48,278,46,204,625,3036,3557,128,393,367,243,224,1,14,4,644,170,755,249,10079,3185,3844,2222,828,42,28,14790,19,6,54,0,27,84,2213,5123,2240,1222,15,9.79%,15.62%,1.77%,1.41%,84.1,93.15,91.66,75.53,63.68,60.53,73.68,28.77,93.6,85.37,0.149,30.52,92.72,72.29,73.08,77.33,-,-,70.37,77.53,82.89,20.25,10.11,-,-,74.39,-,-
A4613,"NH-Cares ACO LLC",Re-entering,3,07/01/2019,B,One-Sided,Retrospective,0,7843,4.80%,3.23%,3859494,3859494,"",0,1512922,1,1,1,0,0,1,0,0,79.94%,0,63,10466,10226,80368139,76508645,40.00%,"Low Revenue",96055,10498,14703,9067,84923,10528,19757,9301,71662,10832,19389,9963,93126,9836,13158,9668,9964,1.086,0.913,0.927,0.946,0.989,0.887,0.982,0.943,1.013,0.857,0.981,0.931,0.976,0.767,0.946,0.903,23,798,217,7738,7679,19,462,178,7020,*,7804,*,654,3703,2507,979,4545,3298,7483,*,31,*,*,36,270,2703,2421,*,231,52,304,374,2981,2953,116,499,231,202,185,*,11,*,625,154,629,255,9460,2589,4163,2697,10,33,21,11800,0,0,0,0,0,0,96,111,61,29,0,5.01%,18.68%,1.48%,1.06%,77.27,93.02,90.09,70.19,63.62,59.44,73.04,20.4,91.33,82.35,0.1481,31.16,71.15,76.36,81.25,75,-,-,85.11,80.42,90.18,4.49,4.07,-,-,68.78,-,-
A4614,QCIPN,Initial,1,07/01/2019,B,One-Sided,Prospective,0,13197,-0.67%,2.81%,-922112,0,"",0,0,1,1,1,0,0,1,0,0,81.36%,0,20,10686,9997,137644693,138566805,40.00%,"High Revenue",76403,7956,12337,7661,81730,9369,11149,8071,79259,8525,12779,8636,85566,10609,15585,9813,10757,1.002,1.094,0.878,0.974,0.984,1.095,0.966,0.994,0.956,1.042,0.972,1,0.96,1.112,0.972,1.03,166,407,303,8508,12881,130,399,340,12012,11,13136,50,471,5676,4448,2602,7463,5734,4311,99,2937,*,*,5558,251,2861,2734,*,116,*,734,805,2750,3266,77,298,164,182,176,*,*,*,516,151,623,206,9656,3711,4562,1095,288,36,30,24873,2,0,3,0,2,1,325,853,211,105,9,4.08%,23.57%,1.27%,1.14%,84.65,92.27,91.22,81.33,66.61,53.06,74.75,17.67,90.86,83.01,0.1377,26.66,64.07,77.6,81.25,57.26,-,-,68.01,79.15,76.36,14.29,11.45,-,-,69.05,-,-
A4617,"Mayo Clinic Community ACO, LLC",Initial,1,07/01/2019,B,One-Sided,Prospective,0,64388,1.13%,2.00%,8856695,0,"",0,0,1,1,1,0,0,1,0,0,86.89%,0,153,12430,11364,780833645,771976950,40.00%,"High Revenue",84244,10678,15211,9541,77460,10527,15073,9529,84164,11622,17470,10037,87945,13166,20007,11218,12289,1,1.065,1.012,1.046,1.028,1.081,1.061,1.058,1.026,1.116,1.112,1.073,1.093,1.231,1.293,1.16,352,7271,3037,39793,62819,352,6670,3103,52694,24,64276,88,7151,29321,19600,8316,34926,29462,61279,405,402,182,116,391,1613,3245,3136,3,71,48,419,948,4673,2749,123,170,379,242,236,0,3,3,765,153,927,282,7698,2445,2570,2458,226,52,27,18306,20,0,4,0,6,14,1386,4421,1256,714,24,12.40%,18.40%,1.98%,1.71%,76.37,91.56,90.62,75.45,63.4,55.04,73.22,24.53,92.18,86.18,0.129,31.63,99.68,83.97,77.27,78.12,-,-,89.96,90.88,89.24,20.25,7.72,-,-,76.19,-,-
A4618,"Virginia Care Partners ACO",Initial,1,07/01/2019,C,Two-Sided,Retrospective,0,18529,2.22%,0.00%,3854054,3854054,"",0,1888486,1,1,1,0,0,1,0,0,79.73%,0,180,9568,9318,173880516,170026462,50.00%,"Low Revenue",74095,9572,13147,7955,76225,9424,12756,8243,80892,9061,16949,8487,87279,8109,13594,9163,9356,0.944,0.962,1.014,0.914,0.96,0.93,1.008,0.916,0.99,0.913,0.965,0.92,0.869,0.838,0.858,0.89,134,1479,391,19293,18174,43,643,192,17296,28,18435,66,1091,10009,5613,1816,10949,7580,14520,3218,176,*,*,155,419,2563,2116,*,446,15,122,276,1758,4035,66,417,243,231,207,*,22,*,550,171,660,193,9963,3915,4792,1253,2,20,28,13288,0,0,0,0,0,0,77,6,38,13,0,2.20%,13.49%,1.17%,*,81.56,93.63,91.83,76.25,60.85,63.74,71.17,26.85,91.99,86.45,0.1529,33.65,88.22,79.47,92.31,59.04,-,-,79.7,81.25,85.19,2.04,6.79,-,-,74.65,-,-
A4620,"Health Plus Network",Initial,1,07/01/2019,B,One-Sided,Retrospective,0,15237,-1.95%,2.69%,-3617716,0,"",0,0,1,1,1,0,0,1,0,0,78.12%,0,131,12505,11913,185473739,189091455,40.00%,"Low Revenue",80472,11871,19530,10085,79527,11952,19433,10288,81978,11026,18491,10248,89698,13587,21076,11629,12749,1,1.048,1.029,1.067,1.005,1.068,0.97,1.046,1.024,1.001,1.028,1.033,0.958,1.068,0.939,0.983,232,1550,790,14805,14832,139,874,428,13391,12,15189,36,1315,7360,4810,1752,8971,6266,12314,2500,85,*,*,84,231,3945,2492,752,699,54,230,470,3241,3742,94,972,365,343,274,25,38,6,622,222,715,318,10696,3780,5188,1624,105,33,31,13515,0,0,1,0,0,0,121,239,105,73,0,5.13%,17.26%,2.09%,0.53%,89.13,94.98,92.96,83.63,60.29,64.81,73.18,22.64,94.45,88.5,0.163,34.68,99.12,79.02,75,62.67,-,-,82.09,81.21,89.11,16.67,8.25,-,-,71.16,-,-
A4626,"West Michigan Accountable Care Organization, LLC",Initial,1,07/01/2019,A,One-Sided,Retrospective,0,41919,6.26%,2.28%,27230319,27230319,"",0,10674285,1,1,1,0,0,1,0,0,82.89%,0,46,10661,9942,434828537,407598218,40.00%,"High Revenue",66543,9057,13811,8395,72331,9114,14275,8690,75876,9394,14655,8973,67157,9736,15119,9376,9993,1.02,0.916,0.95,0.999,1.058,0.946,0.981,1.005,1.033,0.953,1.009,1.007,1.005,0.955,1.03,1.032,333,9020,3334,38258,40787,163,5476,2401,32747,19,41827,73,6740,19049,11166,4964,23281,18638,38267,1625,250,326,68,297,1086,2495,2257,19,182,51,298,436,3053,2885,124,433,355,236,221,0,9,6,718,155,866,213,8428,2169,2872,2089,1298,41,22,10636,4,11,36,0,5,6,1090,1845,808,947,0,14.06%,13.05%,1.88%,1.35%,81.97,92.43,90.61,74.69,70.4,63.67,74.02,24.09,91.89,84.17,0.1367,30.82,94.82,76.78,63.16,82.32,-,-,73.76,78.86,84.13,3.45,7.62,-,-,73.4,-,-
A4627,"Eminence Health Care, LLC",Re-entering,3,07/01/2019,C,Two-Sided,Prospective,0,5882,-0.53%,1.50%,-374025,0,"",0,0,1,1,1,0,0,1,0,0,77.45%,0,60,12200,12661,70124632,70498657,50.00%,"Low Revenue",85050,9890,17412,10909,96271,9767,18852,11447,98919,10905,19455,11771,93176,10206,19655,11804,12265,1.065,1.022,1.043,1.15,1.124,0.962,1.051,1.143,1.087,0.971,1.105,1.154,1.002,1.061,1.093,1.124,47,654,271,5952,5748,21,402,201,5124,*,5851,*,429,2572,2080,801,3177,2705,5413,192,*,62,*,49,126,3165,2712,63,356,53,315,669,1667,5605,103,664,277,314,289,2,18,5,635,251,827,273,11686,3413,6437,1737,98,54,27,13012,0,0,0,0,0,0,65,121,49,25,0,6.58%,13.21%,1.80%,0.58%,77.01,92.82,90.67,80.71,57.57,60.19,70.47,23.67,88.62,84.6,0.1588,34.22,95.31,80.15,91.18,79.49,-,-,77.9,70.19,87.45,14.29,11.6,-,-,72.91,-,-
A4629,"TRINITY HEALTH OF NEW ENGLAND ACO LLC",Re-entering,3,07/01/2019,EN,Two-Sided,Retrospective,1,24374,5.20%,1.50%,17950414,17950414,"",0,13193555,1,1,1,0,0,1,0,0,72.02%,0,-68,14622,13445,345008367,327057952,75.00%,"High Revenue",87951,12568,14701,11502,83444,11593,14617,11156,90419,12119,14763,12247,91025,14526,15331,12771,13862,1.032,1.071,0.972,1.095,1.024,1.058,0.943,1.069,1.007,1.028,0.938,1.109,1.016,1.05,0.913,1.106,332,4683,4299,21966,23595,174,2506,3025,17889,25,24305,44,3207,9963,7470,3734,13764,10610,20588,1849,318,462,15,324,818,3653,3313,62,231,61,259,985,3757,4426,189,779,324,298,282,2,10,4,712,240,971,260,11442,3428,4943,3060,11,75,24,13561,0,0,0,0,4,6,403,1261,401,522,8,21.17%,18.53%,2.46%,1.17%,84.16,93.15,92.3,79.83,58.67,62.2,75.53,18.32,90.51,83.89,0.1614,33.7,83.96,74.83,48.28,65.01,-,-,71.94,81.4,82.58,24.24,11.7,-,-,77.32,-,-
A4638,"CHI Saint Joseph Health Partners",Re-entering,2,07/01/2019,EN,Two-Sided,Prospective,1,6686,3.41%,0.00%,2292145,2292145,"",0,1684726,1,1,1,0,0,1,0,0,86.34%,0,142,10332,10270,67225033,64932889,75.00%,"High Revenue",74557,8468,13599,9039,80147,9140,13655,9028,78812,8816,14839,9373,79803,8149,14747,9682,9980,1.039,0.974,1.011,1.071,1.042,0.969,0.98,1.062,1.093,0.987,1.005,1.057,1.026,0.874,0.986,1.027,148,3265,1441,19022,6506,18,721,353,5414,14,6652,20,770,3223,1984,709,3631,3055,6334,213,*,*,0,30,83,2437,2091,*,282,49,183,652,2912,3031,161,482,405,245,222,*,18,*,655,160,895,204,9766,2733,3862,2540,630,47,29,13729,2,0,10,0,6,5,108,343,205,96,1,10.55%,17.05%,2.26%,1.11%,83.51,94.4,92.72,82.13,56.29,63.29,70.69,34.31,92.01,88.04,0.1319,25.48,90.85,73.44,70.91,44.33,-,-,75.2,75.87,81.52,2.56,10.13,-,-,74.47,-,-
A4641,"Mass General Brigham ACO, LLC",Initial,1,07/01/2019,EN,Two-Sided,Prospective,1,131430,1.35%,2.00%,23060281,0,"",0,0,1,1,1,0,0,1,0,0,80.86%,0,116,13332,12329,1713359026,1690298745,75.00%,"High Revenue",107382,11448,16373,10382,105046,11646,16792,10702,106115,12023,17802,11115,102608,13181,17832,12225,13153,1.06,1.048,1.005,1.069,1.057,1.056,1.046,1.069,1.043,1.051,1.05,1.054,1.059,1.075,1.034,1.06,664,14160,8359,94194,128515,606,11406,9547,106955,145,130829,456,12154,57289,44895,17092,76902,54528,117088,3936,1378,1871,50,1991,5116,3613,3194,84,252,112,348,752,4167,3537,165,736,299,282,262,3,10,7,651,218,1039,344,10611,3130,5140,2154,187,63,21,12586,2,1,2,0,5,7,2303,7412,1766,1413,16,14.24%,25.02%,2.15%,1.04%,87.39,93.43,92.57,74.24,68.76,49.06,76.23,24.14,93.22,85.54,0.1591,36.54,93.43,91.37,88.24,79.07,-,-,84.13,88.89,92.37,7.79,10.04,-,-,72.08,-,-
A4649,"Mercycare Accountable Care Organization, LLC",Renewal,3,01/01/2022,EN,Two-Sided,Prospective,1,9363,2.22%,0.00%,2168428,2168428,"",0,1593795,1,1,1,0,0,1,0,0,82.80%,0,413,10643,10099,97734113,95565684,75.00%,"High Revenue",80066,10283,13542,9016,68693,10790,12803,8001,77691,10879,12447,9373,104652,10118,14825,9888,10407,1.032,1.169,1.053,1.103,1.022,1.107,1.04,1.064,0.974,1.125,1.045,1.047,1.022,1.084,1.063,1.054,42,590,269,8397,9183,36,503,253,8391,22,9262,79,541,4917,2803,1102,5227,4136,8947,83,*,40,*,45,207,2424,2080,*,320,18,297,610,3547,3085,80,259,297,244,223,*,18,*,680,179,809,235,9263,3063,3600,2275,324,52,25,11721,0,0,2,0,1,3,73,87,99,39,0,6.66%,19.89%,1.74%,1.99%,86.48,94.98,93.75,79.83,65.12,63.67,74.58,28.07,94.56,89.67,0.1407,33.32,99.21,85.93,100,35.74,-,-,70.65,78.63,73.53,15.22,7.57,-,-,78.46,-,-
A4650,"Mission Health Coordinated Care",Initial,1,07/01/2019,E,Two-Sided,Prospective,0,4872,0.41%,3.97%,292622,0,"",0,0,1,1,1,0,0,1,0,0,73.69%,0,-19,15202,13901,71793006,71500384,50.00%,"Low Revenue",103803,8884,17505,11024,119933,11421,18092,11545,112498,14041,19215,12413,114143,14376,22873,13790,15140,1.087,0.902,1.13,1.09,1.064,1.015,1.127,1.092,1.094,1.06,1.075,1.081,1.135,1.134,1.128,1.094,59,596,516,4889,4723,19,431,466,3807,14,4826,32,465,2122,1520,765,2963,1909,4019,315,146,162,*,*,117,4039,3636,*,327,71,469,1914,2714,5328,205,781,278,319,296,*,16,*,658,261,821,253,14998,5906,6974,2107,11,96,27,17845,0,0,0,0,0,0,161,280,174,33,0,14.67%,24.86%,3.12%,3.51%,90.69,94.4,92.89,83.36,61.22,56.23,71.88,21,92.65,86.43,0.1473,33.97,87.3,67.74,76.19,62.79,-,-,49.56,56.06,85.77,12.5,15.77,-,-,73.82,-,-
A4652,"AdvantagePoint Health Alliance - Great Lakes, LLC",Initial,1,07/01/2019,B,One-Sided,Retrospective,0,9736,-1.80%,3.03%,-1671149,0,"",0,0,1,1,1,1,0,0,1,0,74.22%,0,-29,9792,9531,92594599,94265747,40.00%,"High Revenue",86561,8813,15045,8681,88786,8599,16158,8878,67181,8793,16299,8780,69429,10225,16573,9271,9969,1.026,0.846,1.022,0.913,1.081,0.896,0.993,0.936,1.027,0.859,1.022,0.927,0.909,0.868,0.905,0.863,59,1789,671,9957,9456,26,916,566,7948,*,9718,*,1220,4925,2501,1090,5367,4369,9383,*,24,*,66,54,184,3022,2798,*,186,43,141,713,3403,2090,163,372,278,227,214,*,9,*,690,124,566,177,7922,2263,1834,1632,2194,47,27,14096,4,11,9,0,3,7,210,579,156,127,0,10.65%,10.38%,1.45%,3.49%,83.24,93.31,91.99,79.68,66.73,60.93,71.6,28.63,91.52,86.38,0.1349,30.83,-,-,-,-,42.73,-,-,-,-,-,-,37.06,-,-,72.08,-
A4654,"AdvantagePoint Health Alliance - Blue Ridge, LLC",Initial,1,07/01/2019,E,Two-Sided,Retrospective,0,10562,2.64%,1.50%,2712615,2712615,"",0,1329182,1,1,1,1,0,0,1,0,73.00%,0,87,10002,9910,102675096,99962481,50.00%,"High Revenue",74901,8065,13291,8136,68724,7899,13551,8184,81238,8881,13229,8689,68757,7781,15269,9065,9738,1.041,0.919,0.997,0.995,1.022,0.921,1,0.977,0.983,0.922,0.963,0.984,0.991,0.863,0.935,0.945,179,2603,1209,10979,10265,83,1110,546,8526,*,10538,*,1447,4762,3249,1104,6115,4447,8773,1521,43,*,*,42,153,2450,2175,85,170,30,157,609,2640,3135,173,427,400,217,203,2,8,3,685,163,665,196,10016,2509,4259,2083,1164,42,29,13999,0,5,1,0,5,7,124,232,151,24,0,10.46%,15.52%,1.37%,0.93%,85.89,93.79,92.82,79.74,56.91,62.79,73.6,29.19,91.56,87.34,0.1488,25.4,-,-,-,-,32.61,-,-,-,-,-,-,-,55.05,-,-,61.46
A4657,"AdvantagePoint Health Alliance - Laurel Highlands, LLC",Initial,1,07/01/2019,E,Two-Sided,Retrospective,0,7108,1.56%,1.50%,1156973,1156973,"",0,566917,1,1,1,1,0,0,1,0,70.63%,1,108,10721,10428,74169327,73012353,50.00%,"High Revenue",77088,8363,14061,9272,90791,8714,15687,9185,85138,8666,16742,9309,83764,10423,16215,9717,10553,1.068,0.966,1.023,1.052,1.043,0.929,0.969,1.024,0.99,0.901,0.975,1.002,1.063,0.894,0.997,0.974,66,1583,608,6170,6918,40,817,351,5711,*,7094,*,1021,3686,1741,660,3870,3238,6873,85,*,*,*,30,104,2834,2405,103,348,33,267,535,3035,3273,137,482,292,263,237,3,20,2,590,173,898,237,9397,3063,3484,1688,1162,52,19,10625,4,4,7,0,3,6,251,830,175,171,0,11.75%,13.96%,1.91%,1.86%,88.38,94.08,92.41,80.9,60.47,62.78,73.09,23.69,94.66,85.52,0.1558,30.36,-,-,-,-,34.99,-,-,-,-,-,-,-,53.46,-,-,65.68
A4671,"National MSSP 2019",Re-entering,2,07/01/2019,E,Two-Sided,Retrospective,0,8665,7.50%,3.13%,7040941,7040941,"",0,3450061,1,1,1,0,0,1,0,0,83.61%,0,164,11079,10701,93908644,86867703,50.00%,"Low Revenue",87628,10142,18761,9499,87897,10828,16038,8979,102841,11359,18381,9600,*,11370,15166,10017,10248,1,1.026,1.098,1.011,1.08,0.994,1.07,1.012,1.013,1.08,1.075,1.029,*,1.042,1.04,1.052,27,927,545,8861,8477,*,490,*,7815,*,8633,*,692,4413,2578,982,4824,3841,8227,108,24,*,*,37,255,2903,2450,*,423,31,175,435,2231,3867,110,441,323,259,233,*,23,*,493,185,709,257,11166,5164,4067,1929,5,39,22,11402,0,0,0,0,0,0,61,36,27,32,0,3.80%,14.86%,2.12%,*,86.13,95.12,94.06,77.6,68.48,66.12,74.43,29.02,91.74,87,0.1523,33.6,86.29,85.23,92.86,86.93,-,-,80.25,75.71,86.52,11.11,13.41,-,-,72.06,-,-
A4678,"UT Health San Antonio Regional Physician Network",Initial,1,07/01/2019,A,One-Sided,Retrospective,0,14744,-0.21%,2.72%,-378775,0,"",0,0,1,1,1,0,0,1,0,0,80.70%,0,-63,12652,12436,181257851,181636626,40.00%,"Low Revenue",76611,11449,18035,10194,68509,12133,18465,10160,75646,12107,18770,10638,78624,12942,25747,11327,12678,1.034,1.165,1.097,1.062,0.987,1.103,1.001,1.033,1.002,1.072,1.013,1.035,1.03,1.104,1.058,0.994,212,1635,1051,10261,14327,115,1157,675,12380,28,14666,50,1638,7211,4356,1539,8757,5987,12397,829,*,669,*,305,282,3214,2385,93,738,20,531,966,1800,5293,112,646,386,290,244,3,40,3,618,178,827,338,13036,5387,5458,2063,127,51,39,17293,0,0,2,0,0,0,287,1080,287,166,5,8.04%,17.90%,1.71%,2.40%,81.91,92.58,92.8,74.48,66.6,59.74,70.07,22.56,90.82,84.51,0.1549,29.9,93.46,76.4,95.24,66.88,-,-,75.1,76.32,76.94,16.39,12.21,-,-,72.02,-,-
A4690,"MercyOne ACO V",Initial,1,07/01/2019,E,Two-Sided,Prospective,1,8047,-2.17%,2.00%,-1826814,-1826814,-548044,0,0,1,1,1,0,0,1,0,0,91.23%,0,244,10758,10072,84125365,85952179,50.00%,"High Revenue",69901,9871,15102,8171,80048,9162,18178,8595,75047,8709,15593,9049,106940,13280,20645,10102,10992,1.045,1.101,1.12,1.03,1.082,1.05,1.099,1.047,1.082,1.045,1.114,1.039,1.138,1.09,1.089,1.02,53,753,480,7455,7820,30,399,264,7127,*,8023,*,433,4156,2351,1107,4502,3545,7739,23,23,51,29,24,158,2614,2327,*,247,*,452,594,2552,4263,78,261,411,241,225,*,14,*,514,180,595,223,11047,5392,3013,2238,405,52,25,11638,0,0,3,0,2,3,46,209,73,60,0,6.42%,15.61%,1.94%,3.65%,86.45,93.33,92.29,81.59,61.63,63.6,75.4,26.11,93.99,87.23,0.1301,30.7,88.84,90.68,80,88.11,-,-,81.25,82.36,84.74,8.33,3.49,-,-,83.15,-,-
A4692,"Avera Prairie View ACO",Initial,1,07/01/2019,EN,Two-Sided,Retrospective,1,41517,-0.71%,1.00%,-3236148,0,"",0,0,1,1,1,0,0,1,0,0,85.80%,0,81,11297,10527,455519533,458755681,75.00%,"High Revenue",75095,10184,11719,8887,74918,10759,13314,9269,80643,10931,13659,9584,83352,12312,16737,10604,11378,1.001,0.959,0.966,0.957,0.999,0.979,0.915,0.958,1.021,1.004,0.976,0.977,0.967,0.97,0.992,0.957,235,3897,2328,33564,40321,200,2792,1944,35385,17,41441,59,4017,21025,11228,5247,23212,18305,39854,113,134,102,370,149,795,2747,2569,29,132,32,295,891,4680,2381,76,192,399,232,221,1,7,3,554,129,730,222,7443,2495,2434,1685,830,58,28,15014,20,13,18,0,9,53,624,1124,568,331,1,9.03%,13.71%,1.31%,4.21%,88.85,93.27,91.15,79.48,62.76,63.76,74.65,28.83,95.03,86.8,0.1302,33.19,98.81,74.9,81.82,77.44,-,-,80.48,79.04,84.88,15.69,7.82,-,-,71.1,-,-
A4701,"Freedom Healthcare Alliance, LLC",Re-entering,3,07/01/2019,E,Two-Sided,Retrospective,1,5675,12.10%,1.00%,6998157,6998157,"",0,3429097,1,1,1,0,0,1,0,0,79.48%,0,166,10410,9778,57819741,50821583,50.00%,"Low Revenue",76901,8306,14200,8204,81766,7469,15343,8515,86957,7980,16206,8799,*,8531,12730,9039,9150,1.021,0.916,0.958,0.942,0.949,0.872,1.041,0.939,1.015,0.89,1.045,0.936,*,0.772,0.87,0.94,45,662,168,4678,5554,*,385,*,5053,*,5658,*,529,2829,1729,588,3329,2346,4127,1309,80,*,0,*,99,2036,1613,*,366,47,243,288,1736,4227,101,424,272,177,153,*,18,*,593,117,694,250,12286,4887,4606,2168,625,20,31,14445,0,0,2,0,0,0,33,11,20,20,0,5.23%,15.26%,0.86%,0.26%,81.39,91.04,90.51,79.24,62.22,67.37,73.91,31.09,89.16,84.7,0.1454,25.78,85.06,61.69,52.94,77.82,-,-,63.18,67.82,83.48,5.36,11.85,-,-,69.19,-,-
